記録対戦数,記録段位,記録点数,和了率,放銃率,ツモ率,ダマ率,流局率,流局聴牌率,副露率,立直率,和了巡数,平均和了,平均放銃,平均順位,飛び率,立直和了,立直放銃A,立直放銃B,立直収支,立直収入,立直支出,先制率,追っかけ率,追っかけられ率,立直巡目,立直流局,一発率,振聴率,立直多面,立直良形,最高段位,最高点数,最大連荘,裏ドラ率,痛い親かぶり率,痛い親かぶり平均,放銃時立直率,放銃時副露率,副露後放銃率,副露後和了率,副露後流局率,打点効率,銃点損失,調整打点効率,局収支,総計局数,和了時立直率,和了時副露率,和了時ダマ率
1051,傑3,754/2000,0.2007,0.16149999999999998,0.31989999999999996,0.1311,0.1097,0.4797,0.2913,0.19820000000000002,12.513,7444,5815,2.553,0.11320000000000001,0.48469999999999996,0.14529999999999998,0.10880000000000001,3000,8729,7269,0.7555,0.2445,0.1918,10.114,0.1189,0.2473,0.0105,0.7689,0.4314,豪1,1545/2800,5,0.3106,0.1149,10710,0.1782,0.3106,0.1722,0.26899999999999996,0.1167,1494,939,555,-84,10527,0.47866238166417546,0.3904319880418535,0.1311
285,豪1,672/2800,0.2053,0.1418,0.33159999999999995,0.1402,0.1035,0.4542,0.25730000000000003,0.1938,12.751,6996,5686,2.547,0.10529999999999999,0.4746,0.1558,0.09960000000000001,2903,8763,6727,0.6993,0.3007,0.1848,10.373,0.10869999999999999,0.1985,0.0199,0.7156,0.4493,豪1,2241/2800,5,0.3282,0.1054,10961,0.21289999999999998,0.2228,0.12279999999999999,0.32880000000000004,0.10369999999999999,1437,806,630,-39,2849,0.4480150024354603,0.41208105211885054,0.1402
739,豪3,1034/3600,0.2352,0.1641,0.3329,0.0641,0.0984,0.5366,0.3532,0.21960000000000002,12.302,6938,5919,2.467,0.1096,0.5049,0.14029999999999998,0.1082,3062,8311,6870,0.7706999999999999,0.2293,0.20579999999999998,9.722,0.11560000000000001,0.21420000000000003,0.014199999999999999,0.733,0.4456,豪3,1800/3600,5,0.3611,0.1026,11004,0.18780000000000002,0.36060000000000003,0.16760000000000003,0.3094,0.0934,1632,971,661,62,7367,0.47141173469387754,0.4646261904761905,0.0641
598,豪1,812/2800,0.2366,0.1328,0.3292,0.0507,0.1116,0.4315,0.2984,0.23629999999999998,12.213,6377,5908,2.421,0.0803,0.5104,0.1273,0.1015,2911,7899,7475,0.8178,0.1822,0.2024,9.754,0.1134,0.2357,0.0111,0.7302,0.4597,豪2,1868/3200,7,0.32289999999999996,0.11449999999999999,10509,0.22649999999999998,0.31679999999999997,0.141,0.3486,0.1096,1509,784,725,81,6085,0.509752831783601,0.43965443786982245,0.0507
227,豪1,1526/2800,0.233,0.1459,0.35359999999999997,0.09759999999999999,0.11289999999999999,0.5399,0.29059999999999997,0.218,12.445,7405,5716,2.366,0.0529,0.5,0.1024,0.065,3388,8515,7042,0.7656999999999999,0.2343,0.1772,9.811,0.1496,0.2323,0.0138,0.7303000000000001,0.45280000000000004,豪1,1655/2800,4,0.28350000000000003,0.10279999999999999,11331,0.15289999999999998,0.3029,0.1521,0.3486,0.1152,1726,834,892,279,2330,0.4678111587982833,0.43477751072961374,0.09759999999999999
155,豪2,2289/3200,0.20989999999999998,0.11810000000000001,0.3119,0.1193,0.1226,0.3822,0.2561,0.19260000000000002,12.477,7967,6368,2.368,0.0774,0.5633,0.1233,0.0667,3827,8557,6651,0.7833,0.2167,0.2167,9.536,0.09,0.2544,0.01,0.73,0.49329999999999996,豪3,1873/3600,3,0.3077,0.1185,10205,0.2011,0.2717,0.1253,0.2982,0.1454,1672,752,920,246,1558,0.5168727012863269,0.36383525488327784,0.11930000000000002
272,傑3,1082/2000,0.2162,0.128,0.3425,0.0516,0.1076,0.4083,0.3729,0.1887,12.250,6376,5682,2.526,0.08460000000000001,0.5186999999999999,0.1479,0.12619999999999998,2712,7691,7655,0.8284,0.1716,0.217,9.495,0.09269999999999999,0.1977,0.002,0.7613,0.47340000000000004,傑3,1505/2000,4,0.3004,0.1182,11396,0.218,0.3721,0.1277,0.2874,0.10880000000000001,1379,727,651,16,2687,0.45272289546716,0.4957051803885291,0.0516
564,傑3,789/2000,0.17980000000000002,0.1318,0.32549999999999996,0.1496,0.1297,0.3306,0.2581,0.1646,12.403,7415,5485,2.528,0.07980000000000001,0.5207999999999999,0.1195,0.0907,3594,8756,6781,0.8292,0.17079999999999998,0.21239999999999998,9.449,0.1185,0.2336,0.0213,0.7748,0.4963,豪1,1482/2800,4,0.3381,0.1149,10546,0.1493,0.31329999999999997,0.16,0.26,0.1157,1333,723,610,-86,5691,0.4767724137931033,0.37322580645161285,0.1496
527,豪1,2030/2800,0.2262,0.1309,0.29600000000000004,0.1204,0.1069,0.40490000000000004,0.24239999999999998,0.1954,12.192,6581,5461,2.400,0.0797,0.541,0.1288,0.0935,3280,7898,6429,0.7890999999999999,0.2109,0.2023,9.561,0.0964,0.2205,0.0095,0.7414000000000001,0.5057,豪2,1743/3200,5,0.3492,0.0931,10545,0.1923,0.2137,0.11539999999999999,0.3846,0.0946,1489,715,774,128,5362,0.4673359858532272,0.41214429708222805,0.1204
125,士3,500/1000,0.2109,0.1711,0.3185,0.0926,0.1094,0.3857,0.3125,0.1961,12.236,6129,5856,2.768,0.14400000000000002,0.498,0.1793,0.1474,2410,7805,7451,0.753,0.247,0.2271,9.811,0.0916,0.21600000000000003,0.0239,0.7198,0.40090000000000003,傑1,971/1200,4,0.336,0.10550000000000001,10828,0.20550000000000002,0.3607,0.1975,0.3,0.0775,1293,1002,291,-389,1280,0.4630526315789473,0.4445234708392603,0.0926
191,傑1,596/1200,0.1912,0.1809,0.31079999999999997,0.0351,0.109,0.5735,0.2036,0.2832,12.821,7561,6127,2.702,0.1309,0.47450000000000003,0.1533,0.1131,2731,8179,6475,0.7318000000000001,0.2682,0.20989999999999998,10.085,0.1223,0.1654,0.0055000000000000005,0.7518,0.40509999999999996,傑2,1098/1400,4,0.2923,0.0864,10779,0.24,0.2229,0.198,0.2462,0.12179999999999999,1446,1108,337,-326,1935,0.7028158995815899,0.2621669456066945,0.0351
353,豪1,1046/2800,0.2006,0.1318,0.3172,0.005699999999999999,0.12179999999999999,0.38170000000000004,0.2168,0.2585,12.294,7417,5862,2.470,0.08779999999999999,0.5155,0.10490000000000001,0.07730000000000001,3314,8209,6967,0.7968999999999999,0.20309999999999997,0.21850000000000003,9.932,0.12359999999999999,0.2484,0.024300000000000002,0.7162999999999999,0.39399999999999996,豪1,1566/2800,4,0.35119999999999996,0.1105,10578,0.20559999999999998,0.2576,0.1566,0.3053,0.0895,1488,773,715,11,3505,0.6642908773678963,0.32995533399800603,0.005699999999999999
365,豪1,1641/2800,0.2073,0.1379,0.3166,0.2162,0.1206,0.46020000000000005,0.23929999999999998,0.1678,12.694,7037,5587,2.405,0.07400000000000001,0.504,0.1304,0.09380000000000001,3256,8592,7049,0.7774,0.22260000000000002,0.20829999999999999,9.889,0.1192,0.2271,0.0048,0.8351999999999999,0.5642,豪1,2019/2800,5,0.3628,0.1043,10945,0.1586,0.2495,0.1438,0.32549999999999996,0.1282,1459,771,688,48,3748,0.4079652677279305,0.375746020260492,0.2162
632,傑2,982/1400,0.24960000000000002,0.1746,0.30870000000000003,0.0417,0.09,0.6474,0.2751,0.2878,12.367,6710,5875,2.472,0.09179999999999999,0.514,0.1284,0.0943,3021,7913,6724,0.7745000000000001,0.2255,0.1991,9.771,0.1075,0.20809999999999998,0.0143,0.6576000000000001,0.3884,豪1,2473/2800,6,0.3479,0.1047,10364,0.2116,0.2821,0.179,0.33159999999999995,0.0935,1675,1026,649,71,6335,0.592665064102564,0.3654774038461538,0.041699999999999994
274,傑2,500/1400,0.21789999999999998,0.1764,0.355,0.0717,0.0852,0.5207999999999999,0.3396,0.21539999999999998,12.710,6682,5832,2.609,0.1058,0.4843,0.1582,0.1153,2377,7702,7396,0.7282,0.2718,0.1845,10.267,0.1137,0.18710000000000002,0.0165,0.6919,0.39039999999999997,傑2,1187/1400,4,0.3095,0.10339999999999999,11240,0.1932,0.3521,0.18289999999999998,0.2884,0.07629999999999999,1456,1029,427,-181,2818,0.4787435520881138,0.4494751720972923,0.0717
605,豪1,1397/2800,0.24539999999999998,0.1732,0.31329999999999997,0.0273,0.08689999999999999,0.5549000000000001,0.3436,0.2645,12.275,6683,6050,2.531,0.1124,0.49340000000000006,0.1507,0.107,2676,7817,6507,0.7372,0.26280000000000003,0.21660000000000001,9.793,0.09820000000000001,0.22460000000000002,0.0108,0.6808,0.3971,豪1,1612/2800,5,0.3312,0.1119,10684,0.2302,0.3443,0.1736,0.315,0.0868,1640,1048,592,-39,5969,0.5318023634881828,0.4410513447432764,0.027299999999999998
642,傑3,1473/2000,0.21030000000000001,0.13269999999999998,0.2858,0.22039999999999998,0.111,0.4421,0.2942,0.13470000000000001,12.369,6641,5631,2.470,0.07629999999999999,0.504,0.12710000000000002,0.0897,3277,8546,6771,0.79,0.21,0.193,9.601,0.12029999999999999,0.2095,0.0182,0.7173999999999999,0.47450000000000003,豪1,2024/2800,5,0.31079999999999997,0.10710000000000001,10753,0.129,0.3157,0.1424,0.3264,0.11539999999999999,1396,747,649,12,6539,0.32281883024251073,0.45661854493580606,0.22039999999999996
546,傑1,497/1200,0.2208,0.141,0.33049999999999996,0.1222,0.0977,0.4253,0.37170000000000003,0.1629,12.597,6576,5705,2.504,0.0733,0.5408,0.1451,0.11,3153,7884,6495,0.7925,0.2075,0.20980000000000001,9.457,0.08960000000000001,0.22010000000000002,0.0227,0.7245,0.43079999999999996,豪2,2071/3200,5,0.3396,0.0917,10916,0.1678,0.405,0.1536,0.2843,0.1039,1452,804,648,-4,5413,0.3989869565217391,0.4785974184782609,0.1222
441,豪1,1399/2800,0.2262,0.1586,0.34700000000000003,0.09300000000000001,0.1009,0.509,0.2846,0.21760000000000002,12.586,6800,6163,2.528,0.09519999999999999,0.5312,0.1081,0.08109999999999999,3314,8066,7233,0.8108,0.1892,0.1809,9.650,0.1008,0.2211,0.0073,0.7328,0.48340000000000005,豪1,1532/2800,6,0.3053,0.08460000000000001,10718,0.1484,0.2896,0.16140000000000002,0.3148,0.1105,1539,977,561,-35,4420,0.5110040671971706,0.39607462422634837,0.09300000000000001
181,豪1,1400/2800,0.2114,0.11230000000000001,0.3109,0.0855,0.11230000000000001,0.33659999999999995,0.2924,0.1698,12.002,6587,5630,2.459,0.0718,0.6258,0.1,0.08710000000000001,3830,7622,7948,0.8387,0.1613,0.2484,8.994,0.071,0.1959,0.0161,0.8031999999999999,0.5452,豪1,1400/2800,4,0.3041,0.0943,10410,0.1512,0.33659999999999995,0.1292,0.2978,0.12359999999999999,1392,632,760,75,1826,0.5026529801324503,0.4119050141911069,0.08550000000000002
455,豪1,893/2800,0.2444,0.1452,0.32659999999999995,0.0852,0.1017,0.5084000000000001,0.3104,0.2182,12.261,6245,5994,2.473,0.08789999999999999,0.5526,0.1209,0.0924,3240,7588,6760,0.825,0.175,0.2016,9.401,0.1121,0.21710000000000002,0.002,0.7925,0.47100000000000003,豪1,1800/2800,4,0.35229999999999995,0.1013,10243,0.18170000000000003,0.3309,0.1548,0.3317,0.0836,1526,871,655,66,4661,0.49336055646481175,0.42127528641571194,0.0852
119,傑3,630/2000,0.2316,0.1522,0.2929,0.1607,0.08929999999999999,0.5,0.3069,0.1555,12.336,6058,5891,2.471,0.084,0.5690999999999999,0.1223,0.1117,2939,6998,7274,0.8617,0.1383,0.2553,9.137,0.0851,0.2243,0.0106,0.7872,0.5585,傑3,1050/2000,4,0.2991,0.0891,10265,0.125,0.3478,0.1725,0.345,0.0755,1403,897,506,-60,1209,0.3821029792746114,0.457169689119171,0.1607
326,豪1,2440/2800,0.201,0.11259999999999999,0.34450000000000003,0.18359999999999999,0.122,0.3825,0.212,0.16469999999999999,12.359,6958,5578,2.402,0.049100000000000005,0.5685,0.113,0.07780000000000001,3788,8348,7097,0.8240999999999999,0.1759,0.2426,9.292,0.0944,0.215,0.0037,0.8037000000000001,0.537,豪1,2443/2800,4,0.355,0.0849,10202,0.1653,0.2249,0.11939999999999999,0.33240000000000003,0.1223,1399,628,771,131,3278,0.46583059701492524,0.3505910447761194,0.18359999999999999
247,豪1,1544/2800,0.22210000000000002,0.12359999999999999,0.33030000000000004,0.135,0.10859999999999999,0.3881,0.31620000000000004,0.16699999999999998,12.195,6476,5758,2.409,0.0729,0.568,0.1165,0.07769999999999999,3666,8052,6650,0.835,0.165,0.22820000000000001,9.363,0.10189999999999999,0.23079999999999998,0.0073,0.7743000000000001,0.5316,豪1,2367/2800,5,0.2991,0.09910000000000001,10414,0.1574,0.3148,0.1231,0.3077,0.10640000000000001,1439,712,727,75,2467,0.4270868977937865,0.4380672669968482,0.135
1658,傑3,451/2000,0.2217,0.1589,0.3179,0.1195,0.096,0.5092,0.327,0.1753,12.295,6516,5914,2.560,0.1188,0.5182,0.1414,0.107,2972,8014,7098,0.8138,0.1862,0.22329999999999997,9.405,0.0962,0.1937,0.0038,0.7075,0.42310000000000003,豪1,1646/2800,6,0.3371,0.0971,10743,0.1559,0.34409999999999996,0.1672,0.319,0.0909,1444,940,504,-117,16421,0.4097449706811006,0.47051420838971586,0.1195
924,傑3,277/2000,0.2137,0.15560000000000002,0.3171,0.16,0.1011,0.4894,0.2352,0.2173,12.748,7529,5704,2.471,0.0855,0.5176,0.1326,0.08960000000000001,3428,8786,7149,0.7190000000000001,0.281,0.1865,10.369,0.1039,0.24670000000000003,0.0158,0.7526,0.47450000000000003,豪2,1660/3200,5,0.3308,0.0977,10775,0.1852,0.2619,0.17329999999999998,0.2849,0.10880000000000001,1609,888,721,78,9300,0.5263195133364529,0.3135633130556855,0.16
401,傑3,1633/2000,0.22039999999999998,0.12539999999999998,0.3129,0.0768,0.1225,0.3186,0.332,0.1723,11.640,6231,5810,2.519,0.0823,0.5670000000000001,0.12539999999999998,0.09539999999999998,3377,7777,7292,0.8618000000000001,0.1382,0.2108,9.071,0.10679999999999999,0.2236,0.005699999999999999,0.7692,0.4772,傑3,1827/2000,5,0.3342,0.0947,11160,0.1722,0.3699,0.13970000000000002,0.3186,0.0931,1373,729,645,-52,4075,0.4432581669691471,0.47992377495462807,0.0768
676,傑3,947/2000,0.20980000000000001,0.1365,0.3306,0.1303,0.10859999999999999,0.4364,0.2618,0.18489999999999998,12.295,6553,5744,2.512,0.07400000000000001,0.5291,0.1234,0.09910000000000001,3273,8243,7515,0.8491,0.1509,0.2429,9.336,0.1093,0.1991,0.011000000000000001,0.7524,0.4764,傑3,1719/2000,5,0.3224,0.09179999999999999,10163,0.1672,0.2918,0.1521,0.3232,0.1005,1375,784,591,-63,6879,0.4663040514775976,0.4033067683508102,0.1303
209,豪1,228/2800,0.19640000000000002,0.1134,0.2967,0.2243,0.1294,0.37939999999999996,0.2281,0.12119999999999999,12.338,6822,5463,2.435,0.067,0.6061,0.1174,0.1061,4258,8687,7442,0.8258,0.17420000000000002,0.2159,9.259,0.0833,0.1875,0.0189,0.8864,0.6061,豪1,1846/2800,4,0.3625,0.1054,10177,0.1255,0.2227,0.1107,0.3461,0.1449,1340,619,721,13,2179,0.3740291242362524,0.4019623727087576,0.2243
339,豪1,252/2800,0.2564,0.16510000000000002,0.3333,0.020499999999999997,0.0904,0.6117,0.475,0.2133,12.504,6539,6066,2.428,0.1121,0.4993,0.1331,0.1001,3049,8429,7309,0.7956,0.20440000000000003,0.2126,9.675,0.1125,0.2143,0.008199999999999999,0.6722,0.4499,豪1,1639/2800,6,0.3709,0.1041,10324,0.172,0.4858,0.16879999999999998,0.3044,0.0906,1676,1001,675,107,3417,0.41536930577223086,0.5639235569422776,0.020499999999999997
575,豪1,2216/2800,0.2158,0.1393,0.32049999999999995,0.129,0.1041,0.4086,0.30219999999999997,0.171,12.464,6707,6012,2.477,0.0852,0.5521,0.1223,0.095,3737,8727,7664,0.7907,0.20929999999999999,0.2002,9.312,0.0971,0.207,0.0131,0.7685,0.5035000000000001,豪1,2216/2800,5,0.3443,0.1056,10859,0.1501,0.3387,0.1562,0.3095,0.1058,1447,838,609,-15,5784,0.4374842446709918,0.4334147358665431,0.129
136,傑2,678/1400,0.2242,0.1562,0.33,0.12119999999999999,0.0974,0.41090000000000004,0.3608,0.16449999999999998,12.511,6537,6205,2.596,0.1103,0.49079999999999996,0.1101,0.0688,2890,7926,6979,0.8853,0.11470000000000001,0.2706,9.727,0.1009,0.1963,0.0092,0.8393999999999999,0.43119999999999997,傑2,700/1400,3,0.3178,0.1093,10394,0.1159,0.4058,0.1757,0.3222,0.0732,1465,969,496,-139,1325,0.3601097234611953,0.5185091882247993,0.1212
257,傑2,700/1400,0.18420000000000003,0.1419,0.3271,0.1284,0.11779999999999999,0.34630000000000005,0.2216,0.1838,12.511,7489,5467,2.623,0.0895,0.5436,0.1411,0.1079,3601,8887,7474,0.888,0.11199999999999999,0.2697,9.338,0.1017,0.2328,0.014499999999999999,0.7261,0.4668,傑3,1000/2000,7,0.3321,0.0998,10749,0.18280000000000002,0.21239999999999998,0.136,0.2737,0.0964,1380,776,604,-92,2622,0.5424195439739411,0.329272095548317,0.1284
317,傑3,399/2000,0.2211,0.1514,0.3629,0.0703,0.10980000000000001,0.5666,0.3231,0.20620000000000002,12.260,6957,6049,2.508,0.0883,0.546,0.1131,0.083,3661,8344,6943,0.8039000000000001,0.1961,0.17800000000000002,9.675,0.1433,0.1989,0.013600000000000001,0.7888,0.5068,傑3,1651/2000,5,0.2983,0.0771,10989,0.154,0.3265,0.153,0.2878,0.11359999999999999,1538,916,622,11,3216,0.5092048846675713,0.4205706919945726,0.0703
566,豪1,935/2800,0.2437,0.17370000000000002,0.30469999999999997,0.10039999999999999,0.086,0.6412,0.39289999999999997,0.1861,12.405,6394,5921,2.511,0.0866,0.5114,0.139,0.1067,2736,7693,7474,0.8456999999999999,0.1543,0.21899999999999997,9.435,0.1105,0.1862,0.001,0.7637999999999999,0.5133,豪1,1744/2800,6,0.3222,0.0993,10534,0.149,0.4265,0.1885,0.3157,0.0825,1558,1028,530,-2,5642,0.39052745178498144,0.5089804267542059,0.10039999999999999
594,傑1,710/1200,0.20550000000000002,0.18969999999999998,0.3336,0.028399999999999998,0.0999,0.6377,0.4127,0.209,12.706,7591,5996,2.655,0.12789999999999999,0.5084000000000001,0.1381,0.0958,3307,8793,7354,0.759,0.24100000000000002,0.1971,9.805,0.1229,0.21660000000000001,0.0104,0.6678000000000001,0.39799999999999996,傑2,1351/1400,6,0.3265,0.0955,10695,0.1522,0.41159999999999997,0.1892,0.22640000000000002,0.11960000000000001,1560,1137,423,-149,5995,0.5170588807785889,0.4546728953771289,0.028399999999999998
195,傑3,926/2000,0.21530000000000002,0.1723,0.3251,0.1133,0.1177,0.5315,0.3505,0.19510000000000002,12.404,7226,6026,2.554,0.0821,0.5027,0.1168,0.0951,3255,8590,7858,0.8125,0.1875,0.2228,9.782,0.14400000000000002,0.1838,0.013600000000000001,0.7228,0.4511,傑3,1199/2000,4,0.3297,0.0873,10766,0.1323,0.3785,0.1861,0.2648,0.11800000000000001,1556,1038,517,-35,1886,0.4555353924756155,0.4310840687412912,0.1133
642,傑3,1779/2000,0.23329999999999998,0.1479,0.3166,0.0872,0.1017,0.49079999999999996,0.2785,0.2227,12.316,6738,5834,2.478,0.07629999999999999,0.5397,0.1223,0.08779999999999999,3405,8143,6851,0.7744,0.2256,0.2108,9.882,0.1131,0.22010000000000002,0.0091,0.7906,0.4736,豪1,2362/2800,5,0.32159999999999994,0.1128,10795,0.1841,0.2825,0.15,0.3331,0.0978,1572,863,709,77,6391,0.5151786969567081,0.3976354479211317,0.0872
358,傑3,1210/2000,0.2188,0.14,0.3354,0.1801,0.11720000000000001,0.3735,0.2705,0.16440000000000002,12.247,6473,5376,2.466,0.10060000000000001,0.5273,0.124,0.0926,3405,8189,6291,0.8412999999999999,0.15869999999999998,0.1934,9.461,0.12890000000000001,0.2382,0.0083,0.7521,0.5124,豪1,1473/2800,5,0.3668,0.0989,10668,0.1456,0.3417,0.1769,0.3427,0.0754,1416,753,664,16,3679,0.39619798903107867,0.42367618829981724,0.1801
396,傑1,947/1200,0.2132,0.18109999999999998,0.3258,0.043,0.1096,0.5128,0.2849,0.2157,12.374,7092,5877,2.609,0.1465,0.5035000000000001,0.1274,0.1038,3137,8318,7010,0.7583,0.24170000000000003,0.2193,9.796,0.1309,0.20370000000000002,0.0024,0.7064,0.42219999999999996,傑3,1095/2000,5,0.3396,0.1155,10920,0.1517,0.2711,0.1723,0.3348,0.0973,1512,1064,447,-159,3931,0.5094040806754222,0.4473945590994371,0.04299999999999999
165,傑2,705/1400,0.1913,0.1252,0.3553,0.0629,0.1185,0.3299,0.19010000000000002,0.2214,12.086,7206,5717,2.527,0.0788,0.5516,0.1332,0.1005,3264,7887,6763,0.7526999999999999,0.2473,0.212,10.016,0.0897,0.20199999999999999,0.019,0.7636,0.44020000000000004,傑3,1080/2000,3,0.32020000000000004,0.0863,10879,0.23559999999999998,0.23559999999999998,0.1551,0.3006,0.10439999999999999,1379,715,663,-122,1662,0.6383912179822269,0.29871437532671197,0.0629
371,傑3,416/2000,0.22,0.1464,0.3223,0.0775,0.1012,0.47859999999999997,0.3602,0.184,12.409,6396,5515,2.526,0.0755,0.5235,0.1294,0.09119999999999999,3200,8068,6723,0.7853,0.2147,0.19260000000000002,9.674,0.1162,0.1882,0.0015,0.6970999999999999,0.475,傑3,1557/2000,4,0.35109999999999997,0.10039999999999999,10865,0.16269999999999998,0.3641,0.14800000000000002,0.29600000000000004,0.0947,1407,807,600,-10,3695,0.43783636363636363,0.4846327272727273,0.0775
460,傑3,1084/2000,0.2079,0.13390000000000002,0.3226,0.1117,0.1161,0.46299999999999997,0.42119999999999996,0.1449,12.326,6375,5937,2.572,0.0848,0.5089,0.1231,0.092,3150,8270,7496,0.8338,0.16620000000000001,0.21660000000000001,9.201,0.1335,0.1808,0.019299999999999998,0.6365,0.3635,傑3,1387/2000,5,0.312,0.10220000000000001,11058,0.1332,0.44780000000000003,0.1424,0.2634,0.1251,1325,795,530,-75,4651,0.3546878787878788,0.5336415584415585,0.1117
184,豪1,1782/2800,0.2073,0.1252,0.3258,0.1253,0.1112,0.3411,0.33299999999999996,0.16519999999999999,11.865,6250,5298,2.424,0.0652,0.5094,0.1384,0.09119999999999999,2706,7549,6748,0.7956,0.20440000000000003,0.22329999999999997,9.648,0.10060000000000001,0.22219999999999998,0.022000000000000002,0.7106999999999999,0.36479999999999996,豪1,2786/2800,4,0.3457,0.07780000000000001,10249,0.1826,0.2614,0.0983,0.2917,0.1186,1295,663,632,-25,1925,0.4059473227206946,0.4685774240231549,0.1253
259,豪2,1198/3200,0.2263,0.1603,0.3056,0.0226,0.10529999999999999,0.5485,0.3666,0.2361,12.414,6815,5736,2.486,0.08109999999999999,0.4526,0.1364,0.10980000000000001,2472,8049,7289,0.7704000000000001,0.2296,0.218,9.830,0.1348,0.1949,0.005,0.629,0.39270000000000005,豪2,1840/3200,4,0.3529,0.1017,11076,0.201,0.4142,0.18109999999999998,0.3119,0.09539999999999998,1542,920,623,31,2545,0.4722,0.5052697304463102,0.0226
140,豪1,294/2800,0.2335,0.1404,0.3654,0.0365,0.10779999999999999,0.48200000000000004,0.34600000000000003,0.23199999999999998,12.688,7229,6155,2.350,0.0929,0.5217,0.1472,0.09029999999999999,3092,8335,7470,0.8127,0.1873,0.23079999999999998,9.783,0.09699999999999999,0.19870000000000002,0.01,0.6890000000000001,0.4047,豪1,1747/2800,4,0.24359999999999998,0.09119999999999999,11000,0.24309999999999998,0.33149999999999996,0.13449999999999998,0.3004,0.1188,1688,864,824,232,1289,0.518348608137045,0.4451323340471092,0.0365
361,傑3,783/2000,0.21600000000000003,0.1709,0.3166,0.025699999999999997,0.1056,0.6132,0.39630000000000004,0.2262,12.535,6831,6079,2.590,0.10800000000000001,0.5061,0.1536,0.1057,2642,7820,7732,0.7813,0.2187,0.21989999999999998,9.669,0.1278,0.2112,0.0037,0.7345999999999999,0.3636,傑3,1158/2000,5,0.2718,0.12,10552,0.20329999999999998,0.4033,0.1739,0.2419,0.1185,1475,1039,436,-127,3598,0.5299991666666666,0.4438193055555555,0.025699999999999997
2022,傑3,789/2000,0.2094,0.17370000000000002,0.3274,0.0965,0.0987,0.5761,0.23629999999999998,0.2433,12.479,7622,5917,2.543,0.09789999999999999,0.4808,0.1475,0.1052,3089,8881,6770,0.7893000000000001,0.2107,0.2043,10.121,0.1184,0.22010000000000002,0.008199999999999999,0.6976,0.4086,豪1,2453/2800,6,0.2991,0.10550000000000001,10747,0.2066,0.2322,0.17059999999999997,0.3057,0.1052,1596,1028,569,-34,20039,0.5586372492836675,0.34497091690544407,0.0965
112,傑1,1079/1200,0.205,0.158,0.30829999999999996,0.0333,0.1161,0.4853,0.374,0.19039999999999999,11.972,6174,5884,2.696,0.09820000000000001,0.4888,0.14800000000000002,0.1211,2539,7708,7648,0.7981999999999999,0.2018,0.1973,9.549,0.139,0.22940000000000002,0.013500000000000002,0.5695,0.287,傑1,1088/1200,3,0.3119,0.1115,10852,0.1784,0.3892,0.16440000000000002,0.2808,0.0959,1265,930,336,-313,1171,0.4539879024390244,0.5122887804878049,0.0333
166,豪1,2490/2800,0.2023,0.1186,0.32289999999999996,0.1416,0.1117,0.34869999999999995,0.2607,0.17129999999999998,12.380,7160,5018,2.398,0.042199999999999994,0.5318,0.1472,0.10369999999999999,3673,8887,6109,0.7859999999999999,0.214,0.1973,10.103,0.107,0.2075,0.0167,0.7620999999999999,0.5588000000000001,豪1,2736/2800,4,0.3899,0.10400000000000001,10773,0.2126,0.30920000000000003,0.1407,0.3165,0.1099,1448,595,853,107,1745,0.45030815620365783,0.4078672763222936,0.1416
100,豪1,1245/2800,0.2445,0.1377,0.3224,0.0653,0.0958,0.5417000000000001,0.38520000000000004,0.2186,12.505,7062,6015,2.250,0.08,0.5525,0.1096,0.1005,3730,8426,7529,0.8173999999999999,0.1826,0.1918,9.739,0.1324,0.21489999999999998,0.0137,0.6575,0.4064,豪1,1730/2800,5,0.3554,0.1131,9760,0.1739,0.4203,0.1503,0.2798,0.0907,1727,828,898,283,1002,0.4939734151329243,0.44081374233128834,0.0653
455,豪1,749/2800,0.2446,0.1565,0.322,0.0131,0.0946,0.586,0.4617,0.2095,12.432,6388,6092,2.455,0.08789999999999999,0.4954,0.141,0.1073,2758,7977,7155,0.8018000000000001,0.19820000000000002,0.2217,9.649,0.1093,0.1918,0.013300000000000001,0.6772,0.3575,豪1,1857/2800,5,0.3423,0.1197,10204,0.1888,0.5021,0.17010000000000003,0.2981,0.095,1563,953,610,40,4672,0.42431030253475055,0.5626850776778413,0.0131
117,傑3,797/2000,0.2557,0.15460000000000002,0.3389,0.059800000000000006,0.08410000000000001,0.6263000000000001,0.4622,0.1631,12.349,6258,6171,2.487,0.0855,0.5781000000000001,0.09380000000000001,0.0833,3926,8359,8144,0.7813,0.2188,0.1771,9.483,0.099,0.2793,0.0104,0.7857,0.5188,豪1,1400/2800,3,0.2973,0.1042,10128,0.0989,0.489,0.1636,0.31620000000000004,0.0827,1600,954,646,104,1177,0.36874505279624564,0.5715590144700823,0.059800000000000006
307,豪1,637/2800,0.204,0.1222,0.2979,0.1244,0.11320000000000001,0.36579999999999996,0.3245,0.1609,12.121,6408,5254,2.515,0.09119999999999999,0.556,0.0809,0.0602,3652,7846,6133,0.8361,0.16390000000000002,0.23440000000000003,9.476,0.1017,0.2164,0.0083,0.8029000000000001,0.5394,豪1,2117/2800,6,0.3321,0.0964,10470,0.1066,0.3306,0.1245,0.2747,0.12240000000000001,1307,642,665,-9,2995,0.4385313725490197,0.4369615196078432,0.12439999999999998
